filepath,label
data/processed/2003755_surprized_RAVDESS_08_processed.wav,surprised
data/processed/2103458_angry10_processed.wav,angry
data/processed/2103458_angry1_processed.wav,angry
data/processed/2103458_angry2_processed.wav,angry
data/processed/2103458_angry3_processed.wav,angry
data/processed/2103458_angry4_processed.wav,angry
data/processed/2103458_angry5_processed.wav,angry
data/processed/2103458_angry6_processed.wav,angry
data/processed/2103458_angry7_processed.wav,angry
data/processed/2103458_angry8_processed.wav,angry
data/processed/2103458_angry9_processed.wav,angry
data/processed/2103458_happy10_processed.wav,happy
data/processed/2103458_happy1_processed.wav,happy
data/processed/2103458_happy2_processed.wav,happy
data/processed/2103458_happy3_processed.wav,happy
data/processed/2103458_happy4_processed.wav,happy
data/processed/2103458_happy5_processed.wav,happy
data/processed/2103458_happy6_processed.wav,happy
data/processed/2103458_happy7_processed.wav,happy
data/processed/2103458_happy8_processed.wav,happy
data/processed/2103458_happy9_processed.wav,happy
data/processed/2103458_neutral10_processed.wav,neutral
data/processed/2103458_neutral1_processed.wav,neutral
data/processed/2103458_neutral2_processed.wav,neutral
data/processed/2103458_neutral3_processed.wav,neutral
data/processed/2103458_neutral4_processed.wav,neutral
data/processed/2103458_neutral5_processed.wav,neutral
data/processed/2103458_neutral6_processed.wav,neutral
data/processed/2103458_neutral7_processed.wav,neutral
data/processed/2103458_neutral8_processed.wav,neutral
data/processed/2103458_neutral9_processed.wav,neutral
data/processed/2103458_sad10_processed.wav,sad
data/processed/2103458_sad2_processed.wav,sad
data/processed/2103458_sad3_processed.wav,sad
data/processed/2103458_sad4_processed.wav,sad
data/processed/2103458_sad5_processed.wav,sad
data/processed/2103458_sad6_processed.wav,sad
data/processed/2103458_sad7_processed.wav,sad
data/processed/2103458_sad8_processed.wav,sad
data/processed/2103458_sad9_processed.wav,sad
data/processed/2103458_sad_processed.wav,sad
data/processed/2103458_suprised10_processed.wav,surprised
data/processed/2103458_suprised1_processed.wav,surprised
data/processed/2103458_suprised2_processed.wav,surprised
data/processed/2103458_suprised3_processed.wav,surprised
data/processed/2103458_suprised4_processed.wav,surprised
data/processed/2103458_suprised5_processed.wav,surprised
data/processed/2103458_suprised6_processed.wav,surprised
data/processed/2103458_suprised7_processed.wav,surprised
data/processed/2103458_suprised8_processed.wav,surprised
data/processed/2103458_suprised9_processed.wav,surprised
data/processed/Angry_13_processed.wav,angry
data/processed/Angry_14_processed.wav,angry
data/processed/Angry_15_processed.wav,angry
data/processed/Angry_16_processed.wav,angry
data/processed/Angry_17_processed.wav,angry
data/processed/Happy_06_processed.wav,happy
data/processed/Happy_07_processed.wav,happy
data/processed/Happy_08_processed.wav,happy
data/processed/Happy_09_processed.wav,happy
data/processed/Happy_10_processed.wav,happy
data/processed/Happy_11_processed.wav,happy
data/processed/Happy_12_processed.wav,happy
data/processed/Happy_13_processed.wav,happy
data/processed/Happy_14_processed.wav,happy
data/processed/Happy_15_processed.wav,happy
data/processed/Happy_16_processed.wav,happy
data/processed/Happy_17_processed.wav,happy
data/processed/Neutral_07_processed.wav,neutral
data/processed/Neutral_08_processed.wav,neutral
data/processed/Neutral_09_processed.wav,neutral
data/processed/Neutral_10_processed.wav,neutral
data/processed/Neutral_11_processed.wav,neutral
data/processed/Neutral_12_processed.wav,neutral
data/processed/Neutral_13_processed.wav,neutral
data/processed/Neutral_14_processed.wav,neutral
data/processed/Neutral_15_processed.wav,neutral
data/processed/Neutral_16_processed.wav,neutral
data/processed/angry_01_processed.wav,angry
data/processed/angry_02_processed.wav,angry
data/processed/angry_03_processed.wav,angry
data/processed/angry_04_processed.wav,angry
data/processed/angry_05_processed.wav,angry
data/processed/angry_06_processed.wav,angry
data/processed/angry_07_processed.wav,angry
data/processed/angry_08_processed.wav,angry
data/processed/angry_09_processed.wav,angry
data/processed/angry_10_processed.wav,angry
data/processed/angry_11_processed.wav,angry
data/processed/angry_12_processed.wav,angry
data/processed/fearful_01_processed.wav,fearful
data/processed/fearful_02_processed.wav,fearful
data/processed/fearful_03_processed.wav,fearful
data/processed/fearful_04_processed.wav,fearful
data/processed/fearful_05_processed.wav,fearful
data/processed/fearful_06_processed.wav,fearful
data/processed/fearful_07_processed.wav,fearful
data/processed/fearful_08_processed.wav,fearful
data/processed/fearful_09_processed.wav,fearful
data/processed/fearful_10_processed.wav,fearful
data/processed/fearful_11_processed.wav,fearful
data/processed/fearful_12_processed.wav,fearful
data/processed/happy_01_processed.wav,happy
data/processed/happy_02_processed.wav,happy
data/processed/happy_03_processed.wav,sad
data/processed/happy_04_processed.wav,happy
data/processed/happy_05_processed.wav,happy
data/processed/hossein_suprised_friends_01_processed.wav,surprised
data/processed/neutral_01_processed.wav,neutral
data/processed/neutral_02_processed.wav,neutral
data/processed/neutral_03_processed.wav,neutral
data/processed/neutral_04_processed.wav,neutral
data/processed/neutral_05_processed.wav,neutral
data/processed/neutral_06_processed.wav,neutral
data/processed/sad_01_processed.wav,sad
data/processed/sad_02_processed.wav,sad
data/processed/sad_03_processed.wav,sad
data/processed/sad_04_processed.wav,sad
data/processed/sad_05_processed.wav,sad
data/processed/sad_06_processed.wav,sad
data/processed/sad_07_processed.wav,sad
data/processed/sad_08_processed.wav,sad
data/processed/sad_09_processed.wav,sad
data/processed/sad_10_processed.wav,sad
data/processed/sad_11_processed.wav,sad
data/processed/sad_12_processed.wav,sad
data/processed/surprised_01_processed.wav,surprised
data/processed/surprised_02_processed.wav,surprised
data/processed/surprised_03_processed.wav,surprised
data/external/esd_processed/angry/esd_angry_0001.wav,angry
data/external/esd_processed/angry/esd_angry_0002.wav,angry
data/external/esd_processed/angry/esd_angry_0003.wav,angry
data/external/esd_processed/angry/esd_angry_0004.wav,angry
data/external/esd_processed/angry/esd_angry_0005.wav,angry
data/external/esd_processed/angry/esd_angry_0006.wav,angry
data/external/esd_processed/angry/esd_angry_0007.wav,angry
data/external/esd_processed/angry/esd_angry_0008.wav,angry
data/external/esd_processed/angry/esd_angry_0009.wav,angry
data/external/esd_processed/angry/esd_angry_0010.wav,angry
data/external/esd_processed/angry/esd_angry_0011.wav,angry
data/external/esd_processed/angry/esd_angry_0012.wav,angry
data/external/esd_processed/angry/esd_angry_0013.wav,angry
data/external/esd_processed/angry/esd_angry_0014.wav,angry
data/external/esd_processed/angry/esd_angry_0015.wav,angry
data/external/esd_processed/angry/esd_angry_0016.wav,angry
data/external/esd_processed/angry/esd_angry_0017.wav,angry
data/external/esd_processed/angry/esd_angry_0018.wav,angry
data/external/esd_processed/angry/esd_angry_0019.wav,angry
data/external/esd_processed/angry/esd_angry_0020.wav,angry
data/external/esd_processed/angry/esd_angry_0021.wav,angry
data/external/esd_processed/angry/esd_angry_0022.wav,angry
data/external/esd_processed/angry/esd_angry_0023.wav,angry
data/external/esd_processed/angry/esd_angry_0024.wav,angry
data/external/esd_processed/angry/esd_angry_0025.wav,angry
data/external/esd_processed/angry/esd_angry_0026.wav,angry
data/external/esd_processed/angry/esd_angry_0027.wav,angry
data/external/esd_processed/angry/esd_angry_0028.wav,angry
data/external/esd_processed/angry/esd_angry_0029.wav,angry
data/external/esd_processed/angry/esd_angry_0030.wav,angry
data/external/esd_processed/angry/esd_angry_0031.wav,angry
data/external/esd_processed/angry/esd_angry_0032.wav,angry
data/external/esd_processed/angry/esd_angry_0033.wav,angry
data/external/esd_processed/angry/esd_angry_0034.wav,angry
data/external/esd_processed/angry/esd_angry_0035.wav,angry
data/external/esd_processed/angry/esd_angry_0036.wav,angry
data/external/esd_processed/angry/esd_angry_0037.wav,angry
data/external/esd_processed/angry/esd_angry_0038.wav,angry
data/external/esd_processed/angry/esd_angry_0039.wav,angry
data/external/esd_processed/angry/esd_angry_0040.wav,angry
data/external/esd_processed/angry/esd_angry_0041.wav,angry
data/external/esd_processed/angry/esd_angry_0042.wav,angry
data/external/esd_processed/angry/esd_angry_0043.wav,angry
data/external/esd_processed/angry/esd_angry_0044.wav,angry
data/external/esd_processed/angry/esd_angry_0045.wav,angry
data/external/esd_processed/angry/esd_angry_0046.wav,angry
data/external/esd_processed/angry/esd_angry_0047.wav,angry
data/external/esd_processed/angry/esd_angry_0048.wav,angry
data/external/esd_processed/angry/esd_angry_0049.wav,angry
data/external/esd_processed/angry/esd_angry_0050.wav,angry
data/external/esd_processed/angry/esd_angry_0051.wav,angry
data/external/esd_processed/angry/esd_angry_0052.wav,angry
data/external/esd_processed/angry/esd_angry_0053.wav,angry
data/external/esd_processed/angry/esd_angry_0054.wav,angry
data/external/esd_processed/angry/esd_angry_0055.wav,angry
data/external/esd_processed/angry/esd_angry_0056.wav,angry
data/external/esd_processed/angry/esd_angry_0057.wav,angry
data/external/esd_processed/angry/esd_angry_0058.wav,angry
data/external/esd_processed/angry/esd_angry_0059.wav,angry
data/external/esd_processed/angry/esd_angry_0060.wav,angry
data/external/esd_processed/angry/esd_angry_0061.wav,angry
data/external/esd_processed/angry/esd_angry_0062.wav,angry
data/external/esd_processed/angry/esd_angry_0063.wav,angry
data/external/esd_processed/angry/esd_angry_0064.wav,angry
data/external/esd_processed/angry/esd_angry_0065.wav,angry
data/external/esd_processed/angry/esd_angry_0066.wav,angry
data/external/esd_processed/angry/esd_angry_0067.wav,angry
data/external/esd_processed/angry/esd_angry_0068.wav,angry
data/external/esd_processed/angry/esd_angry_0069.wav,angry
data/external/esd_processed/angry/esd_angry_0070.wav,angry
data/external/esd_processed/angry/esd_angry_0071.wav,angry
data/external/esd_processed/angry/esd_angry_0072.wav,angry
data/external/esd_processed/angry/esd_angry_0073.wav,angry
data/external/esd_processed/angry/esd_angry_0074.wav,angry
data/external/esd_processed/angry/esd_angry_0075.wav,angry
data/external/esd_processed/angry/esd_angry_0076.wav,angry
data/external/esd_processed/angry/esd_angry_0077.wav,angry
data/external/esd_processed/angry/esd_angry_0078.wav,angry
data/external/esd_processed/angry/esd_angry_0079.wav,angry
data/external/esd_processed/angry/esd_angry_0080.wav,angry
data/external/esd_processed/angry/esd_angry_0081.wav,angry
data/external/esd_processed/angry/esd_angry_0082.wav,angry
data/external/esd_processed/angry/esd_angry_0083.wav,angry
data/external/esd_processed/angry/esd_angry_0084.wav,angry
data/external/esd_processed/angry/esd_angry_0085.wav,angry
data/external/esd_processed/angry/esd_angry_0086.wav,angry
data/external/esd_processed/angry/esd_angry_0087.wav,angry
data/external/esd_processed/angry/esd_angry_0088.wav,angry
data/external/esd_processed/angry/esd_angry_0089.wav,angry
data/external/esd_processed/angry/esd_angry_0090.wav,angry
data/external/esd_processed/angry/esd_angry_0091.wav,angry
data/external/esd_processed/angry/esd_angry_0092.wav,angry
data/external/esd_processed/angry/esd_angry_0093.wav,angry
data/external/esd_processed/angry/esd_angry_0094.wav,angry
data/external/esd_processed/angry/esd_angry_0095.wav,angry
data/external/esd_processed/angry/esd_angry_0096.wav,angry
data/external/esd_processed/angry/esd_angry_0097.wav,angry
data/external/esd_processed/angry/esd_angry_0098.wav,angry
data/external/esd_processed/angry/esd_angry_0099.wav,angry
data/external/esd_processed/angry/esd_angry_0100.wav,angry
data/external/esd_processed/angry/esd_angry_0101.wav,angry
data/external/esd_processed/angry/esd_angry_0102.wav,angry
data/external/esd_processed/angry/esd_angry_0103.wav,angry
data/external/esd_processed/angry/esd_angry_0104.wav,angry
data/external/esd_processed/angry/esd_angry_0105.wav,angry
data/external/esd_processed/angry/esd_angry_0106.wav,angry
data/external/esd_processed/angry/esd_angry_0107.wav,angry
data/external/esd_processed/angry/esd_angry_0108.wav,angry
data/external/esd_processed/angry/esd_angry_0109.wav,angry
data/external/esd_processed/angry/esd_angry_0110.wav,angry
data/external/esd_processed/angry/esd_angry_0111.wav,angry
data/external/esd_processed/angry/esd_angry_0112.wav,angry
data/external/esd_processed/angry/esd_angry_0113.wav,angry
data/external/esd_processed/angry/esd_angry_0114.wav,angry
data/external/esd_processed/angry/esd_angry_0115.wav,angry
data/external/esd_processed/angry/esd_angry_0116.wav,angry
data/external/esd_processed/angry/esd_angry_0117.wav,angry
data/external/esd_processed/angry/esd_angry_0118.wav,angry
data/external/esd_processed/angry/esd_angry_0119.wav,angry
data/external/esd_processed/angry/esd_angry_0120.wav,angry
data/external/esd_processed/angry/esd_angry_0121.wav,angry
data/external/esd_processed/angry/esd_angry_0122.wav,angry
data/external/esd_processed/angry/esd_angry_0123.wav,angry
data/external/esd_processed/angry/esd_angry_0124.wav,angry
data/external/esd_processed/angry/esd_angry_0125.wav,angry
data/external/esd_processed/angry/esd_angry_0126.wav,angry
data/external/esd_processed/angry/esd_angry_0127.wav,angry
data/external/esd_processed/angry/esd_angry_0128.wav,angry
data/external/esd_processed/angry/esd_angry_0129.wav,angry
data/external/esd_processed/angry/esd_angry_0130.wav,angry
data/external/esd_processed/angry/esd_angry_0131.wav,angry
data/external/esd_processed/angry/esd_angry_0132.wav,angry
data/external/esd_processed/angry/esd_angry_0133.wav,angry
data/external/esd_processed/angry/esd_angry_0134.wav,angry
data/external/esd_processed/angry/esd_angry_0135.wav,angry
data/external/esd_processed/angry/esd_angry_0136.wav,angry
data/external/esd_processed/angry/esd_angry_0137.wav,angry
data/external/esd_processed/angry/esd_angry_0138.wav,angry
data/external/esd_processed/angry/esd_angry_0139.wav,angry
data/external/esd_processed/angry/esd_angry_0140.wav,angry
data/external/esd_processed/angry/esd_angry_0141.wav,angry
data/external/esd_processed/angry/esd_angry_0142.wav,angry
data/external/esd_processed/angry/esd_angry_0143.wav,angry
data/external/esd_processed/angry/esd_angry_0144.wav,angry
data/external/esd_processed/angry/esd_angry_0145.wav,angry
data/external/esd_processed/angry/esd_angry_0146.wav,angry
data/external/esd_processed/angry/esd_angry_0147.wav,angry
data/external/esd_processed/angry/esd_angry_0148.wav,angry
data/external/esd_processed/angry/esd_angry_0149.wav,angry
data/external/esd_processed/angry/esd_angry_0150.wav,angry
data/external/esd_processed/angry/esd_angry_0151.wav,angry
data/external/esd_processed/angry/esd_angry_0152.wav,angry
data/external/esd_processed/angry/esd_angry_0153.wav,angry
data/external/esd_processed/angry/esd_angry_0154.wav,angry
data/external/esd_processed/angry/esd_angry_0155.wav,angry
data/external/esd_processed/angry/esd_angry_0156.wav,angry
data/external/esd_processed/angry/esd_angry_0157.wav,angry
data/external/esd_processed/angry/esd_angry_0158.wav,angry
data/external/esd_processed/angry/esd_angry_0159.wav,angry
data/external/esd_processed/angry/esd_angry_0160.wav,angry
data/external/esd_processed/angry/esd_angry_0161.wav,angry
data/external/esd_processed/angry/esd_angry_0162.wav,angry
data/external/esd_processed/angry/esd_angry_0163.wav,angry
data/external/esd_processed/angry/esd_angry_0164.wav,angry
data/external/esd_processed/angry/esd_angry_0165.wav,angry
data/external/esd_processed/angry/esd_angry_0166.wav,angry
data/external/esd_processed/angry/esd_angry_0167.wav,angry
data/external/esd_processed/angry/esd_angry_0168.wav,angry
data/external/esd_processed/angry/esd_angry_0169.wav,angry
data/external/esd_processed/angry/esd_angry_0170.wav,angry
data/external/esd_processed/angry/esd_angry_0171.wav,angry
data/external/esd_processed/angry/esd_angry_0172.wav,angry
data/external/esd_processed/angry/esd_angry_0173.wav,angry
data/external/esd_processed/angry/esd_angry_0174.wav,angry
data/external/esd_processed/angry/esd_angry_0175.wav,angry
data/external/esd_processed/angry/esd_angry_0176.wav,angry
data/external/esd_processed/angry/esd_angry_0177.wav,angry
data/external/esd_processed/angry/esd_angry_0178.wav,angry
data/external/esd_processed/angry/esd_angry_0179.wav,angry
data/external/esd_processed/angry/esd_angry_0180.wav,angry
data/external/esd_processed/angry/esd_angry_0181.wav,angry
data/external/esd_processed/angry/esd_angry_0182.wav,angry
data/external/esd_processed/angry/esd_angry_0183.wav,angry
data/external/esd_processed/angry/esd_angry_0184.wav,angry
data/external/esd_processed/angry/esd_angry_0185.wav,angry
data/external/esd_processed/angry/esd_angry_0186.wav,angry
data/external/esd_processed/angry/esd_angry_0187.wav,angry
data/external/esd_processed/angry/esd_angry_0188.wav,angry
data/external/esd_processed/angry/esd_angry_0189.wav,angry
data/external/esd_processed/angry/esd_angry_0190.wav,angry
data/external/esd_processed/angry/esd_angry_0191.wav,angry
data/external/esd_processed/angry/esd_angry_0192.wav,angry
data/external/esd_processed/angry/esd_angry_0193.wav,angry
data/external/esd_processed/angry/esd_angry_0194.wav,angry
data/external/esd_processed/angry/esd_angry_0195.wav,angry
data/external/esd_processed/angry/esd_angry_0196.wav,angry
data/external/esd_processed/angry/esd_angry_0197.wav,angry
data/external/esd_processed/angry/esd_angry_0198.wav,angry
data/external/esd_processed/angry/esd_angry_0199.wav,angry
data/external/esd_processed/angry/esd_angry_0200.wav,angry
data/external/esd_processed/happy/esd_happy_0201.wav,happy
data/external/esd_processed/happy/esd_happy_0202.wav,happy
data/external/esd_processed/happy/esd_happy_0203.wav,happy
data/external/esd_processed/happy/esd_happy_0204.wav,happy
data/external/esd_processed/happy/esd_happy_0205.wav,happy
data/external/esd_processed/happy/esd_happy_0206.wav,happy
data/external/esd_processed/happy/esd_happy_0207.wav,happy
data/external/esd_processed/happy/esd_happy_0208.wav,happy
data/external/esd_processed/happy/esd_happy_0209.wav,happy
data/external/esd_processed/happy/esd_happy_0210.wav,happy
data/external/esd_processed/happy/esd_happy_0211.wav,happy
data/external/esd_processed/happy/esd_happy_0212.wav,happy
data/external/esd_processed/happy/esd_happy_0213.wav,happy
data/external/esd_processed/happy/esd_happy_0214.wav,happy
data/external/esd_processed/happy/esd_happy_0215.wav,happy
data/external/esd_processed/happy/esd_happy_0216.wav,happy
data/external/esd_processed/happy/esd_happy_0217.wav,happy
data/external/esd_processed/happy/esd_happy_0218.wav,happy
data/external/esd_processed/happy/esd_happy_0219.wav,happy
data/external/esd_processed/happy/esd_happy_0220.wav,happy
data/external/esd_processed/happy/esd_happy_0221.wav,happy
data/external/esd_processed/happy/esd_happy_0222.wav,happy
data/external/esd_processed/happy/esd_happy_0223.wav,happy
data/external/esd_processed/happy/esd_happy_0224.wav,happy
data/external/esd_processed/happy/esd_happy_0225.wav,happy
data/external/esd_processed/happy/esd_happy_0226.wav,happy
data/external/esd_processed/happy/esd_happy_0227.wav,happy
data/external/esd_processed/happy/esd_happy_0228.wav,happy
data/external/esd_processed/happy/esd_happy_0229.wav,happy
data/external/esd_processed/happy/esd_happy_0230.wav,happy
data/external/esd_processed/happy/esd_happy_0231.wav,happy
data/external/esd_processed/happy/esd_happy_0232.wav,happy
data/external/esd_processed/happy/esd_happy_0233.wav,happy
data/external/esd_processed/happy/esd_happy_0234.wav,happy
data/external/esd_processed/happy/esd_happy_0235.wav,happy
data/external/esd_processed/happy/esd_happy_0236.wav,happy
data/external/esd_processed/happy/esd_happy_0237.wav,happy
data/external/esd_processed/happy/esd_happy_0238.wav,happy
data/external/esd_processed/happy/esd_happy_0239.wav,happy
data/external/esd_processed/happy/esd_happy_0240.wav,happy
data/external/esd_processed/happy/esd_happy_0241.wav,happy
data/external/esd_processed/happy/esd_happy_0242.wav,happy
data/external/esd_processed/happy/esd_happy_0243.wav,happy
data/external/esd_processed/happy/esd_happy_0244.wav,happy
data/external/esd_processed/happy/esd_happy_0245.wav,happy
data/external/esd_processed/happy/esd_happy_0246.wav,happy
data/external/esd_processed/happy/esd_happy_0247.wav,happy
data/external/esd_processed/happy/esd_happy_0248.wav,happy
data/external/esd_processed/happy/esd_happy_0249.wav,happy
data/external/esd_processed/happy/esd_happy_0250.wav,happy
data/external/esd_processed/happy/esd_happy_0251.wav,happy
data/external/esd_processed/happy/esd_happy_0252.wav,happy
data/external/esd_processed/happy/esd_happy_0253.wav,happy
data/external/esd_processed/happy/esd_happy_0254.wav,happy
data/external/esd_processed/happy/esd_happy_0255.wav,happy
data/external/esd_processed/happy/esd_happy_0256.wav,happy
data/external/esd_processed/happy/esd_happy_0257.wav,happy
data/external/esd_processed/happy/esd_happy_0258.wav,happy
data/external/esd_processed/happy/esd_happy_0259.wav,happy
data/external/esd_processed/happy/esd_happy_0260.wav,happy
data/external/esd_processed/happy/esd_happy_0261.wav,happy
data/external/esd_processed/happy/esd_happy_0262.wav,happy
data/external/esd_processed/happy/esd_happy_0263.wav,happy
data/external/esd_processed/happy/esd_happy_0264.wav,happy
data/external/esd_processed/happy/esd_happy_0265.wav,happy
data/external/esd_processed/happy/esd_happy_0266.wav,happy
data/external/esd_processed/happy/esd_happy_0267.wav,happy
data/external/esd_processed/happy/esd_happy_0268.wav,happy
data/external/esd_processed/happy/esd_happy_0269.wav,happy
data/external/esd_processed/happy/esd_happy_0270.wav,happy
data/external/esd_processed/happy/esd_happy_0271.wav,happy
data/external/esd_processed/happy/esd_happy_0272.wav,happy
data/external/esd_processed/happy/esd_happy_0273.wav,happy
data/external/esd_processed/happy/esd_happy_0274.wav,happy
data/external/esd_processed/happy/esd_happy_0275.wav,happy
data/external/esd_processed/happy/esd_happy_0276.wav,happy
data/external/esd_processed/happy/esd_happy_0277.wav,happy
data/external/esd_processed/happy/esd_happy_0278.wav,happy
data/external/esd_processed/happy/esd_happy_0279.wav,happy
data/external/esd_processed/happy/esd_happy_0280.wav,happy
data/external/esd_processed/happy/esd_happy_0281.wav,happy
data/external/esd_processed/happy/esd_happy_0282.wav,happy
data/external/esd_processed/happy/esd_happy_0283.wav,happy
data/external/esd_processed/happy/esd_happy_0284.wav,happy
data/external/esd_processed/happy/esd_happy_0285.wav,happy
data/external/esd_processed/happy/esd_happy_0286.wav,happy
data/external/esd_processed/happy/esd_happy_0287.wav,happy
data/external/esd_processed/happy/esd_happy_0288.wav,happy
data/external/esd_processed/happy/esd_happy_0289.wav,happy
data/external/esd_processed/happy/esd_happy_0290.wav,happy
data/external/esd_processed/happy/esd_happy_0291.wav,happy
data/external/esd_processed/happy/esd_happy_0292.wav,happy
data/external/esd_processed/happy/esd_happy_0293.wav,happy
data/external/esd_processed/happy/esd_happy_0294.wav,happy
data/external/esd_processed/happy/esd_happy_0295.wav,happy
data/external/esd_processed/happy/esd_happy_0296.wav,happy
data/external/esd_processed/happy/esd_happy_0297.wav,happy
data/external/esd_processed/happy/esd_happy_0298.wav,happy
data/external/esd_processed/happy/esd_happy_0299.wav,happy
data/external/esd_processed/happy/esd_happy_0300.wav,happy
data/external/esd_processed/happy/esd_happy_0301.wav,happy
data/external/esd_processed/happy/esd_happy_0302.wav,happy
data/external/esd_processed/happy/esd_happy_0303.wav,happy
data/external/esd_processed/happy/esd_happy_0304.wav,happy
data/external/esd_processed/happy/esd_happy_0305.wav,happy
data/external/esd_processed/happy/esd_happy_0306.wav,happy
data/external/esd_processed/happy/esd_happy_0307.wav,happy
data/external/esd_processed/happy/esd_happy_0308.wav,happy
data/external/esd_processed/happy/esd_happy_0309.wav,happy
data/external/esd_processed/happy/esd_happy_0310.wav,happy
data/external/esd_processed/happy/esd_happy_0311.wav,happy
data/external/esd_processed/happy/esd_happy_0312.wav,happy
data/external/esd_processed/happy/esd_happy_0313.wav,happy
data/external/esd_processed/happy/esd_happy_0314.wav,happy
data/external/esd_processed/happy/esd_happy_0315.wav,happy
data/external/esd_processed/happy/esd_happy_0316.wav,happy
data/external/esd_processed/happy/esd_happy_0317.wav,happy
data/external/esd_processed/happy/esd_happy_0318.wav,happy
data/external/esd_processed/happy/esd_happy_0319.wav,happy
data/external/esd_processed/happy/esd_happy_0320.wav,happy
data/external/esd_processed/happy/esd_happy_0321.wav,happy
data/external/esd_processed/happy/esd_happy_0322.wav,happy
data/external/esd_processed/happy/esd_happy_0323.wav,happy
data/external/esd_processed/happy/esd_happy_0324.wav,happy
data/external/esd_processed/happy/esd_happy_0325.wav,happy
data/external/esd_processed/happy/esd_happy_0326.wav,happy
data/external/esd_processed/happy/esd_happy_0327.wav,happy
data/external/esd_processed/happy/esd_happy_0328.wav,happy
data/external/esd_processed/happy/esd_happy_0329.wav,happy
data/external/esd_processed/happy/esd_happy_0330.wav,happy
data/external/esd_processed/happy/esd_happy_0331.wav,happy
data/external/esd_processed/happy/esd_happy_0332.wav,happy
data/external/esd_processed/happy/esd_happy_0333.wav,happy
data/external/esd_processed/happy/esd_happy_0334.wav,happy
data/external/esd_processed/happy/esd_happy_0335.wav,happy
data/external/esd_processed/happy/esd_happy_0336.wav,happy
data/external/esd_processed/happy/esd_happy_0337.wav,happy
data/external/esd_processed/happy/esd_happy_0338.wav,happy
