filepath,label,source_file,source_dataset
data/external/esd_processed/angry/esd_angry_0074.wav,angry,Emotion Speech Dataset/0009/Angry/0009_000379.wav,ESD
data/external/esd_processed/angry/esd_angry_0075.wav,angry,Emotion Speech Dataset/0009/Angry/0009_000446.wav,ESD
data/external/esd_processed/angry/esd_angry_0076.wav,angry,Emotion Speech Dataset/0009/Angry/0009_000471.wav,ESD
data/external/esd_processed/angry/esd_angry_0077.wav,angry,Emotion Speech Dataset/0009/Angry/0009_000518.wav,ESD
data/external/esd_processed/angry/esd_angry_0078.wav,angry,Emotion Speech Dataset/0009/Angry/0009_000568.wav,ESD
data/external/esd_processed/angry/esd_angry_0079.wav,angry,Emotion Speech Dataset/0009/Angry/0009_000612.wav,ESD
data/external/esd_processed/angry/esd_angry_0080.wav,angry,Emotion Speech Dataset/0009/Angry/0009_000628.wav,ESD
data/external/esd_processed/angry/esd_angry_0081.wav,angry,Emotion Speech Dataset/0009/Angry/0009_000684.wav,ESD
data/external/esd_processed/angry/esd_angry_0082.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000366.wav,ESD
data/external/esd_processed/angry/esd_angry_0083.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000368.wav,ESD
data/external/esd_processed/angry/esd_angry_0084.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000385.wav,ESD
data/external/esd_processed/angry/esd_angry_0085.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000405.wav,ESD
data/external/esd_processed/angry/esd_angry_0086.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000446.wav,ESD
data/external/esd_processed/angry/esd_angry_0087.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000452.wav,ESD
data/external/esd_processed/angry/esd_angry_0088.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000563.wav,ESD
data/external/esd_processed/angry/esd_angry_0089.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000564.wav,ESD
data/external/esd_processed/angry/esd_angry_0090.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000613.wav,ESD
data/external/esd_processed/angry/esd_angry_0091.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000663.wav,ESD
data/external/esd_processed/angry/esd_angry_0092.wav,angry,Emotion Speech Dataset/0010/Angry/0010_000687.wav,ESD
data/external/esd_processed/angry/esd_angry_0093.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000366.wav,ESD
data/external/esd_processed/angry/esd_angry_0094.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000372.wav,ESD
data/external/esd_processed/angry/esd_angry_0095.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000399.wav,ESD
data/external/esd_processed/angry/esd_angry_0096.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000430.wav,ESD
data/external/esd_processed/angry/esd_angry_0097.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000443.wav,ESD
data/external/esd_processed/angry/esd_angry_0098.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000455.wav,ESD
data/external/esd_processed/angry/esd_angry_0099.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000458.wav,ESD
data/external/esd_processed/angry/esd_angry_0100.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000505.wav,ESD
data/external/esd_processed/angry/esd_angry_0101.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000515.wav,ESD
data/external/esd_processed/angry/esd_angry_0102.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000528.wav,ESD
data/external/esd_processed/angry/esd_angry_0103.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000558.wav,ESD
data/external/esd_processed/angry/esd_angry_0104.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000613.wav,ESD
data/external/esd_processed/angry/esd_angry_0105.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000642.wav,ESD
data/external/esd_processed/angry/esd_angry_0106.wav,angry,Emotion Speech Dataset/0011/Angry/0011_000688.wav,ESD
data/external/esd_processed/angry/esd_angry_0107.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000386.wav,ESD
data/external/esd_processed/angry/esd_angry_0108.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000396.wav,ESD
data/external/esd_processed/angry/esd_angry_0109.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000435.wav,ESD
data/external/esd_processed/angry/esd_angry_0110.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000436.wav,ESD
data/external/esd_processed/angry/esd_angry_0111.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000463.wav,ESD
data/external/esd_processed/angry/esd_angry_0112.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000480.wav,ESD
data/external/esd_processed/angry/esd_angry_0113.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000495.wav,ESD
data/external/esd_processed/angry/esd_angry_0114.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000532.wav,ESD
data/external/esd_processed/angry/esd_angry_0115.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000549.wav,ESD
data/external/esd_processed/angry/esd_angry_0116.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000684.wav,ESD
data/external/esd_processed/angry/esd_angry_0117.wav,angry,Emotion Speech Dataset/0012/Angry/0012_000690.wav,ESD
data/external/esd_processed/angry/esd_angry_0118.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000353.wav,ESD
data/external/esd_processed/angry/esd_angry_0119.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000396.wav,ESD
data/external/esd_processed/angry/esd_angry_0120.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000433.wav,ESD
data/external/esd_processed/angry/esd_angry_0121.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000481.wav,ESD
data/external/esd_processed/angry/esd_angry_0122.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000488.wav,ESD
data/external/esd_processed/angry/esd_angry_0123.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000502.wav,ESD
data/external/esd_processed/angry/esd_angry_0124.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000504.wav,ESD
data/external/esd_processed/angry/esd_angry_0125.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000513.wav,ESD
data/external/esd_processed/angry/esd_angry_0126.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000577.wav,ESD
data/external/esd_processed/angry/esd_angry_0127.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000617.wav,ESD
data/external/esd_processed/angry/esd_angry_0128.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000640.wav,ESD
data/external/esd_processed/angry/esd_angry_0129.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000659.wav,ESD
data/external/esd_processed/angry/esd_angry_0130.wav,angry,Emotion Speech Dataset/0013/Angry/0013_000691.wav,ESD
data/external/esd_processed/angry/esd_angry_0131.wav,angry,Emotion Speech Dataset/0014/Angry/0014_000360.wav,ESD
data/external/esd_processed/angry/esd_angry_0132.wav,angry,Emotion Speech Dataset/0014/Angry/0014_000371.wav,ESD
data/external/esd_processed/angry/esd_angry_0133.wav,angry,Emotion Speech Dataset/0014/Angry/0014_000389.wav,ESD
data/external/esd_processed/angry/esd_angry_0134.wav,angry,Emotion Speech Dataset/0014/Angry/0014_000394.wav,ESD
data/external/esd_processed/angry/esd_angry_0135.wav,angry,Emotion Speech Dataset/0014/Angry/0014_000484.wav,ESD
data/external/esd_processed/angry/esd_angry_0136.wav,angry,Emotion Speech Dataset/0014/Angry/0014_000583.wav,ESD
data/external/esd_processed/angry/esd_angry_0137.wav,angry,Emotion Speech Dataset/0014/Angry/0014_000669.wav,ESD
data/external/esd_processed/angry/esd_angry_0138.wav,angry,Emotion Speech Dataset/0015/Angry/0015_000425.wav,ESD
data/external/esd_processed/angry/esd_angry_0139.wav,angry,Emotion Speech Dataset/0015/Angry/0015_000429.wav,ESD
data/external/esd_processed/angry/esd_angry_0140.wav,angry,Emotion Speech Dataset/0015/Angry/0015_000431.wav,ESD
data/external/esd_processed/angry/esd_angry_0141.wav,angry,Emotion Speech Dataset/0015/Angry/0015_000467.wav,ESD
data/external/esd_processed/angry/esd_angry_0142.wav,angry,Emotion Speech Dataset/0015/Angry/0015_000510.wav,ESD
data/external/esd_processed/angry/esd_angry_0143.wav,angry,Emotion Speech Dataset/0015/Angry/0015_000517.wav,ESD
data/external/esd_processed/angry/esd_angry_0144.wav,angry,Emotion Speech Dataset/0015/Angry/0015_000539.wav,ESD
data/external/esd_processed/angry/esd_angry_0145.wav,angry,Emotion Speech Dataset/0016/Angry/0016_000352.wav,ESD
data/external/esd_processed/angry/esd_angry_0146.wav,angry,Emotion Speech Dataset/0016/Angry/0016_000404.wav,ESD
data/external/esd_processed/angry/esd_angry_0147.wav,angry,Emotion Speech Dataset/0016/Angry/0016_000471.wav,ESD
data/external/esd_processed/angry/esd_angry_0148.wav,angry,Emotion Speech Dataset/0016/Angry/0016_000474.wav,ESD
data/external/esd_processed/angry/esd_angry_0149.wav,angry,Emotion Speech Dataset/0016/Angry/0016_000547.wav,ESD
data/external/esd_processed/angry/esd_angry_0150.wav,angry,Emotion Speech Dataset/0016/Angry/0016_000572.wav,ESD
data/external/esd_processed/angry/esd_angry_0151.wav,angry,Emotion Speech Dataset/0016/Angry/0016_000573.wav,ESD
data/external/esd_processed/angry/esd_angry_0152.wav,angry,Emotion Speech Dataset/0016/Angry/0016_000604.wav,ESD
data/external/esd_processed/angry/esd_angry_0153.wav,angry,Emotion Speech Dataset/0017/Angry/0017_000357.wav,ESD
data/external/esd_processed/angry/esd_angry_0154.wav,angry,Emotion Speech Dataset/0017/Angry/0017_000364.wav,ESD
data/external/esd_processed/angry/esd_angry_0155.wav,angry,Emotion Speech Dataset/0017/Angry/0017_000413.wav,ESD
data/external/esd_processed/angry/esd_angry_0156.wav,angry,Emotion Speech Dataset/0017/Angry/0017_000453.wav,ESD
data/external/esd_processed/angry/esd_angry_0157.wav,angry,Emotion Speech Dataset/0017/Angry/0017_000461.wav,ESD
data/external/esd_processed/angry/esd_angry_0158.wav,angry,Emotion Speech Dataset/0017/Angry/0017_000490.wav,ESD
data/external/esd_processed/angry/esd_angry_0159.wav,angry,Emotion Speech Dataset/0017/Angry/0017_000519.wav,ESD
data/external/esd_processed/angry/esd_angry_0160.wav,angry,Emotion Speech Dataset/0017/Angry/0017_000543.wav,ESD
data/external/esd_processed/angry/esd_angry_0161.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000370.wav,ESD
data/external/esd_processed/angry/esd_angry_0162.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000428.wav,ESD
data/external/esd_processed/angry/esd_angry_0163.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000435.wav,ESD
data/external/esd_processed/angry/esd_angry_0164.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000460.wav,ESD
data/external/esd_processed/angry/esd_angry_0165.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000472.wav,ESD
data/external/esd_processed/angry/esd_angry_0166.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000490.wav,ESD
data/external/esd_processed/angry/esd_angry_0167.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000501.wav,ESD
data/external/esd_processed/angry/esd_angry_0168.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000555.wav,ESD
data/external/esd_processed/angry/esd_angry_0169.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000578.wav,ESD
data/external/esd_processed/angry/esd_angry_0170.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000625.wav,ESD
data/external/esd_processed/angry/esd_angry_0171.wav,angry,Emotion Speech Dataset/0018/Angry/0018_000688.wav,ESD
data/external/esd_processed/angry/esd_angry_0172.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000357.wav,ESD
data/external/esd_processed/angry/esd_angry_0173.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000364.wav,ESD
data/external/esd_processed/angry/esd_angry_0174.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000427.wav,ESD
data/external/esd_processed/angry/esd_angry_0175.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000438.wav,ESD
data/external/esd_processed/angry/esd_angry_0176.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000459.wav,ESD
data/external/esd_processed/angry/esd_angry_0177.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000468.wav,ESD
data/external/esd_processed/angry/esd_angry_0178.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000471.wav,ESD
data/external/esd_processed/angry/esd_angry_0179.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000478.wav,ESD
data/external/esd_processed/angry/esd_angry_0180.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000524.wav,ESD
data/external/esd_processed/angry/esd_angry_0181.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000607.wav,ESD
data/external/esd_processed/angry/esd_angry_0182.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000628.wav,ESD
data/external/esd_processed/angry/esd_angry_0183.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000636.wav,ESD
data/external/esd_processed/angry/esd_angry_0184.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000693.wav,ESD
data/external/esd_processed/angry/esd_angry_0185.wav,angry,Emotion Speech Dataset/0019/Angry/0019_000694.wav,ESD
data/external/esd_processed/angry/esd_angry_0186.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000394.wav,ESD
data/external/esd_processed/angry/esd_angry_0187.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000398.wav,ESD
data/external/esd_processed/angry/esd_angry_0188.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000404.wav,ESD
data/external/esd_processed/angry/esd_angry_0189.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000418.wav,ESD
data/external/esd_processed/angry/esd_angry_0190.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000421.wav,ESD
data/external/esd_processed/angry/esd_angry_0191.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000496.wav,ESD
data/external/esd_processed/angry/esd_angry_0192.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000540.wav,ESD
data/external/esd_processed/angry/esd_angry_0193.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000568.wav,ESD
data/external/esd_processed/angry/esd_angry_0194.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000582.wav,ESD
data/external/esd_processed/angry/esd_angry_0195.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000599.wav,ESD
data/external/esd_processed/angry/esd_angry_0196.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000606.wav,ESD
data/external/esd_processed/angry/esd_angry_0197.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000612.wav,ESD
data/external/esd_processed/angry/esd_angry_0198.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000613.wav,ESD
data/external/esd_processed/angry/esd_angry_0199.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000640.wav,ESD
data/external/esd_processed/angry/esd_angry_0200.wav,angry,Emotion Speech Dataset/0020/Angry/0020_000660.wav,ESD
data/external/esd_processed/happy/esd_happy_0201.wav,happy,Emotion Speech Dataset/0001/Happy/0001_000717.wav,ESD
data/external/esd_processed/happy/esd_happy_0202.wav,happy,Emotion Speech Dataset/0001/Happy/0001_000778.wav,ESD
data/external/esd_processed/happy/esd_happy_0203.wav,happy,Emotion Speech Dataset/0001/Happy/0001_000807.wav,ESD
data/external/esd_processed/happy/esd_happy_0204.wav,happy,Emotion Speech Dataset/0001/Happy/0001_000811.wav,ESD
data/external/esd_processed/happy/esd_happy_0205.wav,happy,Emotion Speech Dataset/0001/Happy/0001_000986.wav,ESD
data/external/esd_processed/happy/esd_happy_0206.wav,happy,Emotion Speech Dataset/0001/Happy/0001_001004.wav,ESD
data/external/esd_processed/happy/esd_happy_0207.wav,happy,Emotion Speech Dataset/0001/Happy/0001_001007.wav,ESD
data/external/esd_processed/happy/esd_happy_0208.wav,happy,Emotion Speech Dataset/0002/Happy/0002_000758.wav,ESD
data/external/esd_processed/happy/esd_happy_0209.wav,happy,Emotion Speech Dataset/0002/Happy/0002_000798.wav,ESD
data/external/esd_processed/happy/esd_happy_0210.wav,happy,Emotion Speech Dataset/0002/Happy/0002_000823.wav,ESD
data/external/esd_processed/happy/esd_happy_0211.wav,happy,Emotion Speech Dataset/0002/Happy/0002_000873.wav,ESD
data/external/esd_processed/happy/esd_happy_0212.wav,happy,Emotion Speech Dataset/0002/Happy/0002_000921.wav,ESD
data/external/esd_processed/happy/esd_happy_0213.wav,happy,Emotion Speech Dataset/0002/Happy/0002_000943.wav,ESD
data/external/esd_processed/happy/esd_happy_0214.wav,happy,Emotion Speech Dataset/0002/Happy/0002_000963.wav,ESD
data/external/esd_processed/happy/esd_happy_0215.wav,happy,Emotion Speech Dataset/0002/Happy/0002_000967.wav,ESD
data/external/esd_processed/happy/esd_happy_0216.wav,happy,Emotion Speech Dataset/0002/Happy/0002_000997.wav,ESD
data/external/esd_processed/happy/esd_happy_0217.wav,happy,Emotion Speech Dataset/0002/Happy/0002_001004.wav,ESD
data/external/esd_processed/happy/esd_happy_0218.wav,happy,Emotion Speech Dataset/0002/Happy/0002_001022.wav,ESD
data/external/esd_processed/happy/esd_happy_0219.wav,happy,Emotion Speech Dataset/0002/Happy/0002_001027.wav,ESD
data/external/esd_processed/happy/esd_happy_0220.wav,happy,Emotion Speech Dataset/0003/Happy/0003_000755.wav,ESD
data/external/esd_processed/happy/esd_happy_0221.wav,happy,Emotion Speech Dataset/0003/Happy/0003_000882.wav,ESD
data/external/esd_processed/happy/esd_happy_0222.wav,happy,Emotion Speech Dataset/0003/Happy/0003_000889.wav,ESD
data/external/esd_processed/happy/esd_happy_0223.wav,happy,Emotion Speech Dataset/0003/Happy/0003_000934.wav,ESD
data/external/esd_processed/happy/esd_happy_0224.wav,happy,Emotion Speech Dataset/0003/Happy/0003_000950.wav,ESD
data/external/esd_processed/happy/esd_happy_0225.wav,happy,Emotion Speech Dataset/0003/Happy/0003_000998.wav,ESD
data/external/esd_processed/happy/esd_happy_0226.wav,happy,Emotion Speech Dataset/0003/Happy/0003_001016.wav,ESD
data/external/esd_processed/happy/esd_happy_0227.wav,happy,Emotion Speech Dataset/0003/Happy/0003_001048.wav,ESD
data/external/esd_processed/happy/esd_happy_0228.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000714.wav,ESD
data/external/esd_processed/happy/esd_happy_0229.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000747.wav,ESD
data/external/esd_processed/happy/esd_happy_0230.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000832.wav,ESD
data/external/esd_processed/happy/esd_happy_0231.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000841.wav,ESD
data/external/esd_processed/happy/esd_happy_0232.wav,happy,Emotion Speech Dataset/0004/Happy/0004_000850.wav,ESD
