filepath,label,source_file,source_dataset
data/external/tess_processed/fearful/tess_fearful_0047.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_gaze_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0048.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_germ_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0049.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_get_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0050.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_gin_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0051.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_goal_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0052.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_good_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0053.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_goose_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0054.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_gun_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0055.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_half_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0056.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_hall_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0057.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_hash_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0058.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_hate_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0059.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_have_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0060.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_haze_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0061.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_hire_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0062.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_hit_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0063.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_hole_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0064.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_home_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0065.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_hurl_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0066.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_hush_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0067.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_jail_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0068.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_jar_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0069.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_join_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0070.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_judge_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0071.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_jug_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0072.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_juice_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0073.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_keen_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0074.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_keep_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0075.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_keg_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0076.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_kick_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0077.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_kill_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0078.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_king_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0079.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_kite_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0080.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_knock_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0081.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_late_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0082.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_laud_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0083.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_lean_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0084.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_learn_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0085.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_lease_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0086.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_lid_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0087.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_life_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0088.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_limb_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0089.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_live_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0090.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_loaf_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0091.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_long_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0092.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_lore_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0093.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_lose_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0094.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_lot_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0095.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_love_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0096.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_luck_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0097.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_make_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0098.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_match_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0099.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_merge_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0100.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_mess_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0101.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_met_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0102.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_mill_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0103.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_mob_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0104.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_mode_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0105.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_mood_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0106.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_moon_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0107.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_mop_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0108.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_mouse_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0109.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_nag_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0110.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_name_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0111.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_near_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0112.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_neat_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0113.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_nice_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0114.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_note_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0115.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_numb_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0116.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_pad_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0117.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_page_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0118.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_pain_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0119.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_pass_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0120.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_pearl_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0121.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_peg_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0122.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_perch_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0123.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_phone_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0124.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_pick_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0125.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_pike_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0126.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_pole_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0127.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_pool_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0128.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_puff_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0129.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_rag_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0130.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_raid_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0131.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_rain_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0132.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_raise_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0133.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_rat_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0134.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_reach_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0135.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_read_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0136.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_red_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0137.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_ring_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0138.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_ripe_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0139.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_road_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0140.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_room_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0141.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_rose_fear.wav,TESS
data/external/tess_processed/fearful/tess_fearful_0142.wav,fearful,/Users/celinajoudi/.cache/kagglehub/datasets/orvile/toronto-emotional-speech-set-tess/versions/1/OAF_rot_fear.wav,TESS
