filepath,label
data/processed/2003755_surprized_RAVDESS_08_processed.wav,surprised
data/processed/2103458_angry10_processed.wav,angry
data/processed/2103458_angry1_processed.wav,angry
data/processed/2103458_angry2_processed.wav,angry
data/processed/2103458_angry3_processed.wav,angry
data/processed/2103458_angry4_processed.wav,angry
data/processed/2103458_angry5_processed.wav,angry
data/processed/2103458_angry6_processed.wav,angry
data/processed/2103458_angry7_processed.wav,angry
data/processed/2103458_angry8_processed.wav,angry
data/processed/2103458_angry9_processed.wav,angry
data/processed/2103458_happy10_processed.wav,happy
data/processed/2103458_happy1_processed.wav,happy
data/processed/2103458_happy2_processed.wav,happy
data/processed/2103458_happy3_processed.wav,happy
data/processed/2103458_happy4_processed.wav,happy
data/processed/2103458_happy5_processed.wav,happy
data/processed/2103458_happy6_processed.wav,happy
data/processed/2103458_happy7_processed.wav,happy
data/processed/2103458_happy8_processed.wav,happy
data/processed/2103458_happy9_processed.wav,happy
data/processed/2103458_neutral10_processed.wav,neutral
data/processed/2103458_neutral1_processed.wav,neutral
data/processed/2103458_neutral2_processed.wav,neutral
data/processed/2103458_neutral3_processed.wav,neutral
data/processed/2103458_neutral4_processed.wav,neutral
data/processed/2103458_neutral5_processed.wav,neutral
data/processed/2103458_neutral6_processed.wav,neutral
data/processed/2103458_neutral7_processed.wav,neutral
data/processed/2103458_neutral8_processed.wav,neutral
data/processed/2103458_neutral9_processed.wav,neutral
data/processed/2103458_sad10_processed.wav,sad
data/processed/2103458_sad2_processed.wav,sad
data/processed/2103458_sad3_processed.wav,sad
data/processed/2103458_sad4_processed.wav,sad
data/processed/2103458_sad5_processed.wav,sad
data/processed/2103458_sad6_processed.wav,sad
data/processed/2103458_sad7_processed.wav,sad
data/processed/2103458_sad8_processed.wav,sad
data/processed/2103458_sad9_processed.wav,sad
data/processed/2103458_sad_processed.wav,sad
data/processed/2103458_suprised10_processed.wav,surprised
data/processed/2103458_suprised1_processed.wav,surprised
data/processed/2103458_suprised2_processed.wav,surprised
data/processed/2103458_suprised3_processed.wav,surprised
data/processed/2103458_suprised4_processed.wav,surprised
data/processed/2103458_suprised5_processed.wav,surprised
data/processed/2103458_suprised6_processed.wav,surprised
data/processed/2103458_suprised7_processed.wav,surprised
data/processed/2103458_suprised8_processed.wav,surprised
data/processed/2103458_suprised9_processed.wav,surprised
data/processed/Angry_13_processed.wav,angry
data/processed/Angry_14_processed.wav,angry
data/processed/Angry_15_processed.wav,angry
data/processed/Angry_16_processed.wav,angry
data/processed/Angry_17_processed.wav,angry
data/processed/Happy_06_processed.wav,happy
data/processed/Happy_07_processed.wav,happy
data/processed/Happy_08_processed.wav,happy
data/processed/Happy_09_processed.wav,happy
data/processed/Happy_10_processed.wav,happy
data/processed/Happy_11_processed.wav,happy
data/processed/Happy_12_processed.wav,happy
data/processed/Happy_13_processed.wav,happy
data/processed/Happy_14_processed.wav,happy
data/processed/Happy_15_processed.wav,happy
data/processed/Happy_16_processed.wav,happy
data/processed/Happy_17_processed.wav,happy
data/processed/Neutral_07_processed.wav,neutral
data/processed/Neutral_08_processed.wav,neutral
data/processed/Neutral_09_processed.wav,neutral
data/processed/Neutral_10_processed.wav,neutral
data/processed/Neutral_11_processed.wav,neutral
data/processed/Neutral_12_processed.wav,neutral
data/processed/Neutral_13_processed.wav,neutral
data/processed/Neutral_14_processed.wav,neutral
data/processed/Neutral_15_processed.wav,neutral
data/processed/Neutral_16_processed.wav,neutral
data/processed/angry_01_processed.wav,angry
data/processed/angry_02_processed.wav,angry
data/processed/angry_03_processed.wav,angry
data/processed/angry_04_processed.wav,angry
data/processed/angry_05_processed.wav,angry
data/processed/angry_06_processed.wav,angry
data/processed/angry_07_processed.wav,angry
data/processed/angry_08_processed.wav,angry
data/processed/angry_09_processed.wav,angry
data/processed/angry_10_processed.wav,angry
data/processed/angry_11_processed.wav,angry
data/processed/angry_12_processed.wav,angry
data/processed/fearful_01_processed.wav,fearful
data/processed/fearful_02_processed.wav,fearful
data/processed/fearful_03_processed.wav,fearful
data/processed/fearful_04_processed.wav,fearful
data/processed/fearful_05_processed.wav,fearful
data/processed/fearful_06_processed.wav,fearful
data/processed/fearful_07_processed.wav,fearful
data/processed/fearful_08_processed.wav,fearful
data/processed/fearful_09_processed.wav,fearful
data/processed/fearful_10_processed.wav,fearful
data/processed/fearful_11_processed.wav,fearful
data/processed/fearful_12_processed.wav,fearful
data/processed/happy_01_processed.wav,happy
data/processed/happy_02_processed.wav,happy
data/processed/happy_03_processed.wav,sad
data/processed/happy_04_processed.wav,happy
data/processed/happy_05_processed.wav,happy
data/processed/hossein_suprised_friends_01_processed.wav,surprised
data/processed/neutral_01_processed.wav,neutral
data/processed/neutral_02_processed.wav,neutral
data/processed/neutral_03_processed.wav,neutral
data/processed/neutral_04_processed.wav,neutral
data/processed/neutral_05_processed.wav,neutral
data/processed/neutral_06_processed.wav,neutral
data/processed/sad_01_processed.wav,sad
data/processed/sad_02_processed.wav,sad
data/processed/sad_03_processed.wav,sad
data/processed/sad_04_processed.wav,sad
data/processed/sad_05_processed.wav,sad
data/processed/sad_06_processed.wav,sad
data/processed/sad_07_processed.wav,sad
data/processed/sad_08_processed.wav,sad
data/processed/sad_09_processed.wav,sad
data/processed/sad_10_processed.wav,sad
data/processed/sad_11_processed.wav,sad
data/processed/sad_12_processed.wav,sad
data/processed/surprised_01_processed.wav,surprised
data/processed/surprised_02_processed.wav,surprised
data/processed/surprised_03_processed.wav,surprised
